Index,Company Name,Company Address,Company Country,Company Link,Industry,Batch,Sub Industry,Founded,Team Size,Company Status
3382,Gigwell,"Los Angeles, CA, USA",USA,https://www.ycombinator.com/companies/gigwell,B2B,Winter 2016,B2B -> Productivity,2014,12,Active
3383,Copia,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/copia,B2B,Winter 2016,B2B -> Office Management,2016,20,Active
3384,Deako,"Seattle, WA, USA",USA,https://www.ycombinator.com/companies/deako,Consumer,Winter 2016,Consumer -> Home and Personal,,11,Active
3385,Stilt,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/stilt,Fintech,Winter 2016,Fintech -> Credit and Lending,2015,35,Acquired
3386,Kip Health,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/kip-health,Healthcare,Winter 2016,Healthcare -> Healthcare IT,,2,Acquired
3387,Hingeto,"Oakland, CA, USA",USA,https://www.ycombinator.com/companies/hingeto,Consumer,Winter 2016,Consumer -> Apparel and Cosmetics,2015,15,Acquired
3388,flexEngage,"Orlando, FL, USA",USA,https://www.ycombinator.com/companies/flexengage,B2B,Winter 2016,B2B -> Retail,,25,Acquired
3389,Bonsai,"Boulder, CO, USA; San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/bonsai,B2B,Winter 2016,B2B -> Finance and Accounting,2016,25,Acquired
3390,Nova,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/nova,B2B,Winter 2016,B2B -> Sales,,11,Acquired
3391,UroDev Medical,"San Clemente, CA, USA",USA,https://www.ycombinator.com/companies/urodev-medical,Healthcare,Winter 2016,Healthcare -> Medical Devices,2015,4,Acquired
3392,Redspread,"Mountain View, CA, USA",USA,https://www.ycombinator.com/companies/redspread,B2B,Winter 2016,B2B -> Infrastructure,2015,,Acquired
3393,Landed,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/landed,Fintech,Winter 2016,Fintech -> Credit and Lending,2015,50,Acquired
3394,Emburse,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/emburse,Fintech,Winter 2016,Fintech -> Banking and Exchange,,,Acquired
3395,Plato,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/plato,B2B,Winter 2016,B2B -> Productivity,,26,Acquired
3396,Goodybag,"Austin, TX, USA",USA,https://www.ycombinator.com/companies/goodybag,B2B,Winter 2016,B2B -> Office Management,,11,Acquired
3397,Pulpix,"New York, NY, USA",USA,https://www.ycombinator.com/companies/pulpix,B2B,Winter 2016,B2B -> Marketing,2015,15,Acquired
3398,MineralSoft,"Austin, TX, USA",USA,https://www.ycombinator.com/companies/mineralsoft,Industrials,Winter 2016,Industrials -> Energy,,35,Acquired
3399,Luminist Labs,"Newark, CA, USA",USA,https://www.ycombinator.com/companies/luminist-labs,Healthcare,Winter 2016,Healthcare -> Diagnostics,2015,2,Acquired
3400,LendEDU,"Hoboken, NJ, USA",USA,https://www.ycombinator.com/companies/lendedu,Education,Winter 2016,Education,,10,Acquired
3401,Able Health,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/able-health,Healthcare,Winter 2016,Healthcare -> Healthcare IT,,11,Acquired
3402,Loop Genomics,"San Jose, CA, USA",USA,https://www.ycombinator.com/companies/loop-genomics,Healthcare,Winter 2016,Healthcare -> Diagnostics,2016,7,Acquired
3403,Algoriz,"New York, NY, USA",USA,https://www.ycombinator.com/companies/algoriz,Fintech,Winter 2016,Fintech -> Asset Management,,4,Inactive
3404,AlphaFlow,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/alphaflow,Fintech,Winter 2016,Fintech -> Asset Management,2015,26,Inactive
3405,VINEBOX (Usual Beverage Co.),"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/vinebox,Consumer,Winter 2016,Consumer -> Food and Beverage,,11,Inactive
3406,Magic Instruments,"Los Angeles, CA, USA",USA,https://www.ycombinator.com/companies/magic-instruments,Consumer,Winter 2016,Consumer -> Consumer Electronics,,2,Inactive
3407,Compgun,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/compgun,B2B,Winter 2016,B2B -> Human Resources,,11,Inactive
3408,PhysioHealth,,,https://www.ycombinator.com/companies/physiohealth,Healthcare,Winter 2016,Healthcare -> Healthcare Services,,2,Inactive
3409,Modal,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/modal,B2B,Winter 2016,B2B -> Retail,,18,Inactive
3410,Streamup,"Santa Monica, CA, USA; Remote",USA,https://www.ycombinator.com/companies/streamup,Consumer,Winter 2016,Consumer -> Social,,2,Inactive
3411,StrongIntro,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/strongintro,B2B,Winter 2016,B2B -> Recruiting and Talent,,2,Inactive
3412,Index,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/index-2,B2B,Winter 2016,B2B -> Sales,,5,Inactive
3413,Unnyhog,"Los Angeles, CA, USA",USA,https://www.ycombinator.com/companies/unnyhog,Consumer,Winter 2016,Consumer -> Gaming,,1,Inactive
3414,Pathmind,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/pathmind,B2B,Winter 2016,"B2B -> Engineering, Product and Design",2014,15,Inactive
3415,Silver,"Cupertino, CA, USA",USA,https://www.ycombinator.com/companies/silver,Consumer,Winter 2016,Consumer -> Consumer Electronics,,,Inactive
3416,Restocks,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/restocks,Consumer,Winter 2016,Consumer -> Apparel and Cosmetics,,2,Inactive
3417,Real Artists,,,https://www.ycombinator.com/companies/real-artists,B2B,Winter 2016,"B2B -> Engineering, Product and Design",,2,Inactive
3418,Kisan Network,"Gurugram, HR, India; HR, India",India,https://www.ycombinator.com/companies/kisan-network,Industrials,Winter 2016,Industrials -> Agriculture,2016,75,Inactive
3419,Georgette Packaging,"Kitchener, ON, Canada",Canada,https://www.ycombinator.com/companies/georgette-packaging,B2B,Winter 2016,B2B -> Supply Chain and Logistics,2013,15,Inactive
3420,Cover,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/cover,Fintech,Winter 2016,Fintech -> Insurance,2016,50,Inactive
3421,Envyl,"NY, USA",USA,https://www.ycombinator.com/companies/envyl,Consumer,Winter 2016,Consumer -> Home and Personal,,2,Inactive
3422,Elucify,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/elucify,B2B,Winter 2016,B2B -> Sales,2015,11,Inactive
3423,TRAC,"Chicago, IL, USA",USA,https://www.ycombinator.com/companies/trac,Healthcare,Winter 2016,Healthcare -> Consumer Health and Wellness,,2,Inactive
3424,Anchor Health,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/anchor-health,Healthcare,Winter 2016,Healthcare -> Healthcare IT,,2,Inactive
3425,Poppy,"Seattle, WA, USA",USA,https://www.ycombinator.com/companies/poppy,Consumer,Winter 2016,Consumer -> Home and Personal,,2,Inactive
3426,Patchwork Security,"Oakland, CA, USA",USA,https://www.ycombinator.com/companies/patchwork-security,B2B,Winter 2016,B2B -> Security,,2,Inactive
3427,Interstate Analytics,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/interstate-analytics,B2B,Winter 2016,B2B -> Analytics,,2,Inactive
3428,ConstructVR,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/constructvr,Consumer,Winter 2016,Consumer -> Virtual and Augmented Reality,2015,2,Inactive
3429,Castle,"Detroit, MI, USA",USA,https://www.ycombinator.com/companies/castle,Real Estate and Construction,Winter 2016,Real Estate and Construction -> Housing and Real Estate,2014,11,Inactive
3430,Monthli,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/monthli,Real Estate and Construction,Winter 2016,Real Estate and Construction -> Housing and Real Estate,,4,Inactive
3431,Start Closing,"Coffeyville, KS, USA",USA,https://www.ycombinator.com/companies/start-closing,Real Estate and Construction,Winter 2016,Real Estate and Construction -> Construction,,2,Inactive
3432,Open Motors,"Palo Alto, CA, USA; Remote",USA,https://www.ycombinator.com/companies/open-motors,Industrials,Winter 2016,Industrials -> Automotive,,11,Inactive
3433,Enflux,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/enflux,Healthcare,Winter 2016,Healthcare -> Consumer Health and Wellness,,2,Inactive
3434,Unima,"Zapopan, Jal., Mexico",Mexico,https://www.ycombinator.com/companies/unima,Healthcare,Winter 2016,Healthcare -> Diagnostics,2015,26,Inactive
3435,Bus.com,"Montreal, QC, Canada; Remote",Canada,https://www.ycombinator.com/companies/bus-com,B2B,Winter 2016,B2B,2014,90,Inactive
3436,Inevitable Tech,"San Carlos, CA, USA",USA,https://www.ycombinator.com/companies/inevitable-tech,Industrials,Winter 2016,Industrials -> Agriculture,2015,80,Inactive
3437,InnoVein,"San Carlos, CA, USA",USA,https://www.ycombinator.com/companies/innovein,Healthcare,Winter 2016,Healthcare -> Medical Devices,2015,5,Inactive
3438,DoseDr,"Menlo Park, CA, USA",USA,https://www.ycombinator.com/companies/dosedr,Healthcare,Winter 2016,Healthcare -> Consumer Health and Wellness,,2,Inactive
3439,Chillabit,"Palo Alto, CA, USA",USA,https://www.ycombinator.com/companies/chillabit,Consumer,Winter 2016,Consumer -> Social,,3,Inactive
3440,WorldCover,"New York, NY, USA",USA,https://www.ycombinator.com/companies/worldcover,Fintech,Winter 2016,Fintech -> Insurance,,20,Inactive
3441,UpLabs,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/uplabs,B2B,Winter 2016,"B2B -> Engineering, Product and Design",2016,1,Inactive
3442,Toymail,"New York, NY, USA",USA,https://www.ycombinator.com/companies/toymail,Consumer,Winter 2016,Consumer -> Consumer Electronics,,2,Inactive
3443,Brex,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/brex,Fintech,Winter 2017,Fintech -> Banking and Exchange,2017,1000,Active
3444,Clipboard,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/clipboard,Consumer,Winter 2017,Consumer,,800,Active
3445,Faire,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/faire,B2B,Winter 2017,B2B -> Retail,2017,900,Active
3446,Rippling,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/rippling,B2B,Winter 2017,B2B -> Human Resources,2016,2500,Active
3447,Sigma Genetics,"Seattle, WA, USA",USA,https://www.ycombinator.com/companies/sigma-genetics,Healthcare,Winter 2017,Healthcare -> Therapeutics,,2,Active
3448,ACLU,"New York, NY, USA",USA,https://www.ycombinator.com/companies/aclu,Unspecified,Winter 2017,Unspecified,,501,Active
3449,Retool,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/retool,B2B,Winter 2017,B2B -> Productivity,,300,Active
3450,Helix Nanotechnologies,"Boston, MA, USA; Cambridge, MA, USA",USA,https://www.ycombinator.com/companies/helix-nanotechnologies,Healthcare,Winter 2017,Healthcare -> Drug Discovery and Delivery,,22,Active
3451,Mirror AI,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/mirror-ai,Consumer,Winter 2017,Consumer -> Social,2017,7,Active
3452,Dost Education,"Delhi, DL, India; Remote",India,https://www.ycombinator.com/companies/dost-education,Education,Winter 2017,Education,2017,30,Active
3453,"Lively, Inc.","San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/lively-inc,Healthcare,Winter 2017,Healthcare -> Healthcare IT,2016,195,Active
3454,The Centre for Effective Altruism,"Oxford, England, United Kingdom",United Kingdom,https://www.ycombinator.com/companies/the-centre-for-effective-altruism,Unspecified,Winter 2017,Unspecified,,15,Active
3455,Indee Labs,"Berkeley, CA, USA",USA,https://www.ycombinator.com/companies/indee-labs,Healthcare,Winter 2017,Healthcare -> Drug Discovery and Delivery,2015,5,Active
3456,UpKeep,"Los Angeles, CA, USA",USA,https://www.ycombinator.com/companies/upkeep,B2B,Winter 2017,B2B -> Office Management,2016,150,Active
3457,OneFin,"Bengaluru, KA, India",India,https://www.ycombinator.com/companies/onefin,Fintech,Winter 2017,Fintech -> Credit and Lending,,50,Active
3458,"Wifi Dabba, Inc.","Bengaluru, KA, India",India,https://www.ycombinator.com/companies/wifi-dabba-inc,Consumer,Winter 2017,Consumer,2017,21,Active
3459,Delee,"Monterrey, N.L., Mexico",Mexico,https://www.ycombinator.com/companies/delee,Healthcare,Winter 2017,Healthcare -> Diagnostics,2017,18,Active
3460,NanoNets,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/nanonets,B2B,Winter 2017,"B2B -> Engineering, Product and Design",2017,102,Active
3461,BIOS Health,"Cambridge, England, United Kingdom; England, United Kingdom",United Kingdom,https://www.ycombinator.com/companies/bios-health,Healthcare,Winter 2017,Healthcare,,45,Active
3462,Nomba,"Lagos, LA, Nigeria",Nigeria,https://www.ycombinator.com/companies/nomba,Fintech,Winter 2017,Fintech -> Payments,2017,200,Active
3463,AON3D,"Montreal, QC, Canada",Canada,https://www.ycombinator.com/companies/aon3d,Industrials,Winter 2017,Industrials -> Manufacturing and Robotics,2015,40,Active
3464,BuyPower,"Federal Capital Territory, Nigeria",Nigeria,https://www.ycombinator.com/companies/buypower,Industrials,Winter 2017,Industrials -> Climate,2016,115,Active
3465,Apozy,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/apozy,B2B,Winter 2017,B2B -> Security,2017,9,Active
3466,Reliance Health,"Lagos, LA, Nigeria; Austin, TX, USA",Nigeria,https://www.ycombinator.com/companies/reliance-health,Healthcare,Winter 2017,Healthcare -> Healthcare Services,2016,384,Active
3467,Hogaru,"Bogotá, Bogota, Colombia",Colombia,https://www.ycombinator.com/companies/hogaru,Consumer,Winter 2017,Consumer -> Home and Personal,2015,746,Active
3468,Plane,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/plane,B2B,Winter 2017,B2B -> Human Resources,2017,30,Active
3469,Bitrise,"Budapest, Hungary; Remote",Hungary,https://www.ycombinator.com/companies/bitrise,B2B,Winter 2017,B2B -> Infrastructure,2014,243,Active
3470,Solugen,"Houston, TX, USA",USA,https://www.ycombinator.com/companies/solugen,Healthcare,Winter 2017,Healthcare -> Industrial Bio,2017,200,Active
3471,Bulk MRO Industrial Supply,"New York, NY, USA",USA,https://www.ycombinator.com/companies/bulk-mro-industrial-supply,B2B,Winter 2017,B2B -> Supply Chain and Logistics,2015,170,Active
3472,Inboxbooster,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/inboxbooster,B2B,Winter 2017,B2B -> Marketing,2016,3,Active
3473,AlemHealth,"Singapore, Singapore",Singapore,https://www.ycombinator.com/companies/alemhealth,Healthcare,Winter 2017,Healthcare -> Healthcare Services,,25,Active
3474,Request Network,"Paris, Île-de-France, France; Remote",France,https://www.ycombinator.com/companies/request-network,Fintech,Winter 2017,Fintech -> Payments,2017,12,Active
3475,Collectly,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/collectly,Healthcare,Winter 2017,Healthcare -> Healthcare IT,2017,106,Active
3476,Aella,"Lagos, LA, Nigeria; LA, Nigeria",Nigeria,https://www.ycombinator.com/companies/aella,Fintech,Winter 2017,Fintech -> Credit and Lending,,60,Active
3477,Tolemi,"Boston, MA, USA",USA,https://www.ycombinator.com/companies/tolemi,Real Estate and Construction,Winter 2017,Real Estate and Construction -> Housing and Real Estate,2013,20,Active
3478,Wright Electric,"Albany, NY, USA",USA,https://www.ycombinator.com/companies/wright-electric,Industrials,Winter 2017,Industrials -> Aviation and Space,2016,4,Active
3479,"Veryfi, Inc.","San Mateo, CA, USA",USA,https://www.ycombinator.com/companies/veryfi-inc,B2B,Winter 2017,B2B,2017,70,Active
3480,Mednet,"New York, NY, USA",USA,https://www.ycombinator.com/companies/mednet,Healthcare,Winter 2017,Healthcare -> Healthcare IT,2014,35,Active
3481,Snappr,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/snappr,B2B,Winter 2017,B2B,2017,250,Active
3482,Token Transit,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/token-transit,Government,Winter 2017,Government,2015,12,Active
3483,Ambient.ai,"San Jose, CA, USA",USA,https://www.ycombinator.com/companies/ambient-ai,B2B,Winter 2017,B2B -> Security,2017,95,Active
3484,RankScience,"New York, NY, USA; Remote",USA,https://www.ycombinator.com/companies/rankscience,B2B,Winter 2017,B2B -> Marketing,2017,16,Active
3485,The Essential,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/the-essential,Consumer,Winter 2017,Consumer,2018,11,Active
3486,Upcall,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/upcall,B2B,Winter 2017,B2B -> Sales,2016,6,Active
3487,Nuvola,"Los Angeles, CA, USA",USA,https://www.ycombinator.com/companies/nuvola,Industrials,Winter 2017,Industrials -> Energy,2015,4,Active
3488,Ledger Investing,United States; Remote,United States,https://www.ycombinator.com/companies/ledger-investing,Fintech,Winter 2017,Fintech -> Insurance,2016,85,Active
3489,REZI,"New York, NY, USA",USA,https://www.ycombinator.com/companies/rezi,Real Estate and Construction,Winter 2017,Real Estate and Construction -> Housing and Real Estate,,31,Active
3490,Extern,"New York, NY, USA; Remote",USA,https://www.ycombinator.com/companies/extern,Consumer,Winter 2017,Consumer -> Job and Career Services,2019,30,Active
3491,MDalgorithms Inc.,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/mdalgorithms-inc,Healthcare,Winter 2017,Healthcare -> Consumer Health and Wellness,2017,25,Active
3492,BloomAPI,"Seattle, WA, USA",USA,https://www.ycombinator.com/companies/bloomapi,Healthcare,Winter 2017,Healthcare -> Healthcare IT,2015,7,Active
3493,Sleep Reset,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/sleep-reset,Healthcare,Winter 2017,Healthcare -> Consumer Health and Wellness,2023,8,Active
3494,Sinovia Technologies,"San Carlos, CA, USA",USA,https://www.ycombinator.com/companies/sinovia-technologies,Industrials,Winter 2017,Industrials -> Manufacturing and Robotics,2010,7,Active
3495,Bountiful,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/bountiful,Industrials,Winter 2017,Industrials -> Agriculture,2015,4,Active
3496,Speak,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/speak,Consumer,Winter 2017,Consumer -> Social,,40,Active
3497,Tizeti,"Lagos, LA, Nigeria; LA, Nigeria",Nigeria,https://www.ycombinator.com/companies/tizeti,Consumer,Winter 2017,Consumer -> Home and Personal,,,Active
3498,Voiceops,"New York, NY, USA",USA,https://www.ycombinator.com/companies/voiceops,B2B,Winter 2017,B2B -> Sales,,10,Active
3499,Humi,"Toronto, ON, Canada",Canada,https://www.ycombinator.com/companies/humi,B2B,Winter 2017,B2B -> Human Resources,2016,141,Acquired
3500,ScopeAI,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/scopeai,B2B,Winter 2017,B2B -> Operations,,4,Acquired
3501,Peer5,"Palo Alto, CA, USA",USA,https://www.ycombinator.com/companies/peer5,B2B,Winter 2017,B2B -> Infrastructure,2012,11,Acquired
3502,KidPass,"New York, NY, USA; Remote",USA,https://www.ycombinator.com/companies/kidpass,Education,Winter 2017,Education,2015,21,Acquired
3503,Playment,"Bengaluru, KA, India",India,https://www.ycombinator.com/companies/playment,B2B,Winter 2017,"B2B -> Engineering, Product and Design",,50,Acquired
3504,Terark,"Beijing, Beijing, China",China,https://www.ycombinator.com/companies/terark,B2B,Winter 2017,B2B -> Infrastructure,,2,Acquired
3505,ZipX,"Hong Kong Island, Hong Kong",Hong Kong,https://www.ycombinator.com/companies/zipx,Consumer,Winter 2017,Consumer -> Food and Beverage,,1,Acquired
3506,Bulletin,"New York, NY, USA",USA,https://www.ycombinator.com/companies/bulletin,B2B,Winter 2017,B2B -> Retail,2016,15,Acquired
3507,Breaker,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/breaker,Consumer,Winter 2017,Consumer -> Content,2016,1,Acquired
3508,Tetra,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/tetra,B2B,Winter 2017,B2B -> Productivity,,2,Acquired
3509,WaystoCap,"Casablanca, Casablanca-Settat, Morocco",Morocco,https://www.ycombinator.com/companies/waystocap,B2B,Winter 2017,B2B -> Office Management,2016,38,Acquired
3510,Supr Daily,"Bengaluru, KA, India",India,https://www.ycombinator.com/companies/supr-daily,Consumer,Winter 2017,Consumer -> Food and Beverage,2016,,Acquired
3511,Hivy,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/hivy,B2B,Winter 2017,B2B -> Office Management,2016,,Acquired
3512,Penny,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/penny,Fintech,Winter 2017,Fintech -> Consumer Finance,,2,Acquired
3513,Armory,"San Mateo, CA, USA; Remote",USA,https://www.ycombinator.com/companies/armory,B2B,Winter 2017,B2B -> Infrastructure,2016,90,Acquired
3514,Sandbox Banking,"Boston, MA, USA; Los Angeles, CA, USA; Remote",USA,https://www.ycombinator.com/companies/sandbox-banking,Fintech,Winter 2017,Fintech -> Banking and Exchange,,33,Acquired
3515,Wavy,"San Francisco, CA, USA; Paris, Île-de-France, France",USA,https://www.ycombinator.com/companies/wavy,Consumer,Winter 2017,Consumer -> Virtual and Augmented Reality,,,Acquired
3516,Fiix,"Toronto, ON, Canada",Canada,https://www.ycombinator.com/companies/fiix,Consumer,Winter 2017,Consumer -> Transportation Services,,2,Acquired
3517,Scaphold.io,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/scaphold-io,B2B,Winter 2017,"B2B -> Engineering, Product and Design",,2,Acquired
3518,Soomgo,"Seoul, South Korea",South Korea,https://www.ycombinator.com/companies/soomgo,Consumer,Winter 2017,Consumer -> Home and Personal,,125,Acquired
3519,Volansi,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/volansi,Industrials,Winter 2017,Industrials -> Drones,,85,Acquired
3520,Shipamax,"London, England, United Kingdom",United Kingdom,https://www.ycombinator.com/companies/shipamax,B2B,Winter 2017,B2B -> Supply Chain and Logistics,2016,32,Acquired
3521,Arthena,"New York, NY, USA",USA,https://www.ycombinator.com/companies/arthena,Fintech,Winter 2017,Fintech -> Asset Management,2013,12,Acquired
3522,lvl5,,,https://www.ycombinator.com/companies/lvl5,Industrials,Winter 2017,Industrials -> Automotive,,6,Acquired
3523,Loop Support,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/loop-support,B2B,Winter 2017,B2B -> Recruiting and Talent,2016,7,Acquired
3524,Scribe,"Bengaluru, KA, India",India,https://www.ycombinator.com/companies/scribe,B2B,Winter 2017,B2B -> Sales,2016,15,Acquired
3525,Clear Genetics,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/clear-genetics,Healthcare,Winter 2017,Healthcare -> Consumer Health and Wellness,2016,8,Acquired
3526,No Lean Season,,,https://www.ycombinator.com/companies/no-lean-season,Unspecified,Winter 2017,Unspecified,2017,,Inactive
3527,Anasen,"Paris, Île-de-France, France; Remote",France,https://www.ycombinator.com/companies/anasen,B2B,Winter 2017,B2B -> Analytics,2014,15,Inactive
3528,Niles,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/niles,B2B,Winter 2017,B2B -> Productivity,,2,Inactive
3529,SourceBeacon,,,https://www.ycombinator.com/companies/sourcebeacon,Consumer,Winter 2017,Consumer -> Home and Personal,,5,Inactive
3530,Voodoo Manufacturing,"NY, USA",USA,https://www.ycombinator.com/companies/voodoo-manufacturing,Industrials,Winter 2017,Industrials -> Manufacturing and Robotics,2015,19,Inactive
3531,Bicycle AI,"Bengaluru, KA, India",India,https://www.ycombinator.com/companies/bicycle-ai,B2B,Winter 2017,B2B -> Operations,,11,Inactive
3532,Marketfox,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/marketfox,B2B,Winter 2017,B2B -> Marketing,2017,2,Inactive
3533,Smart Alto,"Birmingham, AL, USA; Remote",USA,https://www.ycombinator.com/companies/smart-alto,Real Estate and Construction,Winter 2017,Real Estate and Construction -> Housing and Real Estate,,8,Inactive
3534,FloydHub,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/floydhub,B2B,Winter 2017,"B2B -> Engineering, Product and Design",2016,4,Inactive
3535,Neema,"Tel Aviv-Yafo, Tel Aviv District, Israel",Israel,https://www.ycombinator.com/companies/neema,Fintech,Winter 2017,Fintech -> Consumer Finance,,2,Inactive
3536,Arylla,"Kitchener, ON, Canada",Canada,https://www.ycombinator.com/companies/arylla,Industrials,Winter 2017,Industrials -> Manufacturing and Robotics,2016,6,Inactive
3537,Firsthand,,,https://www.ycombinator.com/companies/firsthand,B2B,Winter 2017,B2B -> Retail,,2,Inactive
3538,Rally Tennis,"Denver, CO, USA",USA,https://www.ycombinator.com/companies/zestful,Consumer,Winter 2017,Consumer,2021,3,Inactive
3539,Sycamore,,,https://www.ycombinator.com/companies/sycamore,B2B,Winter 2017,B2B -> Recruiting and Talent,,2,Inactive
3540,Fibo,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/fibo,B2B,Winter 2017,B2B -> Productivity,,15,Inactive
3541,InnaMed,"Philadelphia, PA, USA",USA,https://www.ycombinator.com/companies/innamed,Healthcare,Winter 2017,Healthcare -> Diagnostics,2016,7,Inactive
3542,Volt Health,"Mountain View, CA, USA",USA,https://www.ycombinator.com/companies/volt-health,Healthcare,Winter 2017,Healthcare -> Medical Devices,,1,Inactive
3543,Entry,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/entry,B2B,Winter 2017,B2B -> Productivity,2017,7,Inactive
3544,Origin,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/origin,B2B,Winter 2017,B2B -> Office Management,,4,Inactive
3545,VanGo,"New York, NY, USA",USA,https://www.ycombinator.com/companies/vango,Consumer,Winter 2017,Consumer -> Home and Personal,,8,Inactive
3546,Sudden Coffee,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/sudden-coffee,Consumer,Winter 2017,Consumer -> Food and Beverage,,2,Inactive
3547,Tress,"Accra, Greater Accra Region, Ghana",Ghana,https://www.ycombinator.com/companies/tress,Consumer,Winter 2017,Consumer -> Social,,2,Inactive
3548,Beek,"Mexico City, CDMX, Mexico",Mexico,https://www.ycombinator.com/companies/beek,Consumer,Winter 2017,Consumer -> Content,2019,32,Inactive
3549,Zinc Platform,"New York, NY, USA",USA,https://www.ycombinator.com/companies/zinc-platform,Fintech,Winter 2017,Fintech -> Insurance,,11,Inactive
3550,Cartcam,,,https://www.ycombinator.com/companies/cartcam,Consumer,Winter 2017,Consumer -> Home and Personal,,1,Inactive
3551,Pulse,"Bengaluru, KA, India",India,https://www.ycombinator.com/companies/pulse,Healthcare,Winter 2017,Healthcare -> Consumer Health and Wellness,,11,Inactive
3552,LitHit,,,https://www.ycombinator.com/companies/lithit,Consumer,Winter 2017,Consumer -> Consumer Electronics,,2,Inactive
3553,Pit.AI,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/pit-ai,Fintech,Winter 2017,Fintech -> Asset Management,,2,Inactive
3554,Riley,"New York, NY, USA",USA,https://www.ycombinator.com/companies/riley,Real Estate and Construction,Winter 2017,Real Estate and Construction -> Housing and Real Estate,,2,Inactive
3555,Pearl,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/pearl,B2B,Winter 2017,B2B -> Office Management,2016,,Inactive
3556,Cowlar,"Memphis, TN, USA",USA,https://www.ycombinator.com/companies/cowlar,Industrials,Winter 2017,Industrials -> Agriculture,,2,Inactive
3557,boxouse,"Oakland, CA, USA",USA,https://www.ycombinator.com/companies/boxouse,Real Estate and Construction,Winter 2017,Real Estate and Construction -> Housing and Real Estate,,2,Inactive
3558,Trade,"Broken Arrow, OK, USA",USA,https://www.ycombinator.com/companies/trade,Industrials,Winter 2017,Industrials -> Agriculture,,3,Inactive
